"time","from","to","type","time_scaled"
2189100,62,120,0,2189100
2189100,62,208,1,2189100
2189100,62,213,1,2189100
2189100,62,468,1,2189100
2189100,68,263,1,2189100
2189100,70,226,1,2189100
2189100,70,394,1,2189100
2189100,71,451,1,2189100
2189100,82,439,1,2189100
2189100,83,394,1,2189100
2189100,83,459,1,2189100
2189100,84,666,0,2189100
2189100,103,394,1,2189100
2189100,105,262,1,2189100
2189100,105,437,1,2189100
2189100,111,262,1,2189100
2189100,111,408,1,2189100
2189100,113,455,1,2189100
2189100,124,292,1,2189100
2189100,124,396,1,2189100
2189100,124,451,1,2189100
2189100,124,521,1,2189100
2189100,127,226,1,2189100
2189100,127,394,1,2189100
2189100,127,459,1,2189100
2189100,132,183,1,2189100
2189100,132,334,1,2189100
2189100,132,355,1,2189100
2189100,132,434,1,2189100
2189100,141,226,1,2189100
2189100,141,394,1,2189100
2189100,150,174,1,2189100
2189100,150,547,1,2189100
2189100,174,547,1,2189100
2189100,181,355,1,2189100
2189100,181,434,1,2189100
2189100,184,617,1,2189100
2189100,189,226,1,2189100
2189100,189,394,1,2189100
2189100,193,252,0,2189100
2189100,208,405,1,2189100
2189100,208,468,1,2189100
2189100,223,263,1,2189100
2189100,223,375,1,2189100
2189100,226,248,1,2189100
2189100,226,304,1,2189100
2189100,226,337,1,2189100
2189100,226,459,1,2189100
2189100,226,470,1,2189100
2189100,226,479,1,2189100
2189100,226,503,1,2189100
2189100,226,523,1,2189100
2189100,226,617,1,2189100
2189100,228,489,1,2189100
2189100,236,383,1,2189100
2189100,243,262,1,2189100
2189100,248,479,0,2189100
2189100,253,549,0,2189100
2189100,253,633,0,2189100
2189100,262,439,0,2189100
2189100,263,422,1,2189100
2189100,105,267,1,2189100
2189100,292,354,1,2189100
2189100,292,396,1,2189100
2189100,292,451,1,2189100
2189100,322,354,1,2189100
2189100,337,394,1,2189100
2189100,23,341,1,2189100
2189100,181,341,1,2189100
2189100,341,355,1,2189100
2189100,68,352,1,2189100
2189100,223,352,1,2189100
2189100,352,375,1,2189100
2189100,352,422,1,2189100
2189100,352,504,1,2189100
2189100,354,431,1,2189100
2189100,355,391,1,2189100
2189100,367,394,1,2189100
2189100,374,603,1,2189100
2189100,375,493,1,2189100
2189100,394,459,1,2189100
2189100,394,470,1,2189100
2189100,394,479,1,2189100
2189100,394,503,1,2189100
2189100,394,523,1,2189100
2189100,396,451,1,2189100
2189100,396,521,1,2189100
2189100,226,406,1,2189100
2189100,394,406,1,2189100
2189100,292,417,1,2189100
2189100,322,417,1,2189100
2189100,21,429,1,2189100
2189100,80,429,1,2189100
2189100,431,451,1,2189100
2189100,177,440,1,2189100
2189100,444,489,1,2189100
2189100,451,521,1,2189100
2189100,459,479,1,2189100
2189100,459,617,1,2189100
2189100,462,581,1,2189100
2189100,463,481,1,2189100
2189100,355,472,1,2189100
2189100,474,507,0,2189100
2189100,498,617,1,2189100
2189100,68,504,1,2189100
2189100,226,545,1,2189100
2189100,394,545,1,2189100
2189100,552,617,1,2189100
2189100,580,617,1,2189100
2189100,71,639,1,2189100
2189100,451,639,1,2189100
2189100,103,649,0,2189100
2189100,394,649,1,2189100
2189100,470,649,0,2189100
2189100,248,660,1,2189100
2189100,617,660,1,2189100
2189400,4,42,0,2189400
2189400,16,23,1,2189400
2189400,16,334,0,2189400
2189400,16,355,1,2189400
2189400,23,132,1,2189400
2189400,23,183,1,2189400
2189400,23,434,1,2189400
2189400,29,469,1,2189400
2189400,31,49,1,2189400
2189400,34,61,0,2189400
2189400,34,70,0,2189400
2189400,34,127,1,2189400
2189400,34,203,1,2189400
2189400,42,262,1,2189400
2189400,42,632,1,2189400
2189400,24,43,1,2189400
2189400,43,204,1,2189400
2189400,43,345,1,2189400
2189400,50,62,1,2189400
2189400,61,189,0,2189400
2189400,61,226,1,2189400
2189400,61,394,1,2189400
2189400,62,405,1,2189400
2189400,62,420,1,2189400
2189400,68,375,1,2189400
2189400,70,503,0,2189400
2189400,71,292,1,2189400
2189400,71,345,1,2189400
2189400,82,408,1,2189400
2189400,105,148,1,2189400
2189400,105,216,1,2189400
2189400,105,632,1,2189400
2189400,111,148,1,2189400
2189400,111,632,1,2189400
2189400,124,204,1,2189400
2189400,124,345,1,2189400
2189400,148,216,1,2189400
2189400,163,481,1,2189400
2189400,165,282,1,2189400
2189400,203,304,1,2189400
2189400,204,292,1,2189400
2189400,204,322,1,2189400
2189400,204,345,1,2189400
2189400,204,396,1,2189400
2189400,208,213,1,2189400
2189400,208,420,1,2189400
2189400,209,227,1,2189400
2189400,221,410,1,2189400
2189400,221,462,1,2189400
2189400,223,469,1,2189400
2189400,226,394,1,2189400
2189400,227,400,1,2189400
2189400,227,431,1,2189400
2189400,228,410,0,2189400
2189400,235,236,1,2189400
2189400,248,470,0,2189400
2189400,248,498,0,2189400
2189400,262,437,1,2189400
2189400,37,267,0,2189400
2189400,105,267,0,2189400
2189400,111,267,1,2189400
2189400,148,267,0,2189400
2189400,267,310,1,2189400
2189400,267,408,1,2189400
2189400,267,437,0,2189400
2189400,277,668,1,2189400
2189400,292,322,1,2189400
2189400,292,421,1,2189400
2189400,304,394,1,2189400
2189400,304,459,1,2189400
2189400,103,331,1,2189400
2189400,226,331,1,2189400
2189400,331,459,1,2189400
2189400,337,394,0,2189400
2189400,345,396,1,2189400
2189400,345,421,1,2189400
2189400,345,451,1,2189400
2189400,345,521,1,2189400
2189400,352,469,1,2189400
2189400,354,396,1,2189400
2189400,375,469,1,2189400
2189400,391,434,1,2189400
2189400,394,617,1,2189400
2189400,34,406,0,2189400
2189400,408,632,1,2189400
2189400,410,462,1,2189400
2189400,421,431,1,2189400
2189400,421,451,1,2189400
2189400,422,469,1,2189400
2189400,227,429,1,2189400
2189400,431,521,1,2189400
2189400,437,632,1,2189400
2189400,439,632,1,2189400
2189400,177,440,0,2189400
2189400,444,462,1,2189400
2189400,444,581,1,2189400
2189400,462,480,1,2189400
2189400,462,489,1,2189400
2189400,23,472,1,2189400
2189400,334,472,0,2189400
2189400,489,581,1,2189400
2189400,498,503,1,2189400
2189400,52,637,1,2189400
2189400,124,639,1,2189400
2189400,103,641,1,2189400
2189400,503,641,1,2189400
2189400,617,649,0,2189400
2189400,235,657,1,2189400
2189400,34,660,1,2189400
2189400,394,660,1,2189400
2189400,459,660,1,2189400
2189700,2,504,1,2189700
2189700,12,503,1,2189700
2189700,16,18,0,2189700
2189700,16,355,0,2189700
2189700,21,227,1,2189700
2189700,21,400,1,2189700
2189700,29,68,1,2189700
2189700,34,304,0,2189700
2189700,42,111,1,2189700
2189700,42,148,1,2189700
2189700,24,43,0,2189700
2189700,43,97,1,2189700
2189700,43,178,1,2189700
2189700,43,292,1,2189700
2189700,50,208,1,2189700
2189700,61,479,1,2189700
2189700,71,178,1,2189700
2189700,71,431,1,2189700
2189700,82,243,0,2189700
2189700,82,437,1,2189700
2189700,82,439,0,2189700
2189700,83,617,1,2189700
2189700,95,178,1,2189700
2189700,95,292,1,2189700
2189700,95,396,1,2189700
2189700,95,431,1,2189700
2189700,95,451,1,2189700
2189700,103,226,1,2189700
2189700,105,216,0,2189700
2189700,105,243,0,2189700
2189700,105,437,0,2189700
2189700,111,216,1,2189700
2189700,111,408,0,2189700
2189700,148,437,1,2189700
2189700,148,632,1,2189700
2189700,178,292,1,2189700
2189700,178,345,1,2189700
2189700,178,354,1,2189700
2189700,178,421,1,2189700
2189700,178,431,1,2189700
2189700,178,451,1,2189700
2189700,178,521,1,2189700
2189700,103,184,0,2189700
2189700,184,503,0,2189700
2189700,189,479,0,2189700
2189700,209,400,1,2189700
2189700,216,262,1,2189700
2189700,221,549,1,2189700
2189700,228,462,1,2189700
2189700,228,581,1,2189700
2189700,235,383,1,2189700
2189700,50,237,1,2189700
2189700,62,237,1,2189700
2189700,208,237,1,2189700
2189700,213,237,1,2189700
2189700,237,420,1,2189700
2189700,243,262,0,2189700
2189700,248,580,1,2189700
2189700,252,286,1,2189700
2189700,262,632,1,2189700
2189700,263,469,1,2189700
2189700,243,267,1,2189700
2189700,262,267,1,2189700
2189700,277,668,0,2189700
2189700,292,345,1,2189700
2189700,292,521,1,2189700
2189700,111,310,1,2189700
2189700,310,632,1,2189700
2189700,16,341,0,2189700
2189700,334,341,1,2189700
2189700,341,472,0,2189700
2189700,345,431,1,2189700
2189700,354,431,0,2189700
2189700,354,451,1,2189700
2189700,355,434,1,2189700
2189700,51,363,0,2189700
2189700,410,549,1,2189700
2189700,345,417,1,2189700
2189700,462,549,1,2189700
2189700,18,472,0,2189700
2189700,181,472,0,2189700
2189700,355,472,0,2189700
2189700,480,581,1,2189700
2189700,462,483,1,2189700
2189700,489,581,0,2189700
2189700,469,504,1,2189700
2189700,536,568,1,2189700
2189700,470,545,1,2189700
2189700,633,637,1,2189700
2189700,637,643,1,2189700
2189700,178,639,1,2189700
2189700,292,639,1,2189700
2189700,61,649,0,2189700
2189700,394,649,0,2189700
2189700,383,657,1,2189700
2189700,34,660,0,2189700
2189700,61,660,0,2189700
2190000,2,263,0,2190000
2190000,2,504,0,2190000
2190000,4,37,1,2190000
2190000,16,23,0,2190000
2190000,16,132,0,2190000
2190000,16,434,0,2190000
2190000,18,355,0,2190000
2190000,23,355,0,2190000
2190000,34,394,1,2190000
2190000,42,111,0,2190000
2190000,43,97,0,2190000
2190000,43,204,0,2190000
2190000,43,421,0,2190000
2190000,62,315,1,2190000
2190000,80,227,1,2190000
2190000,82,408,0,2190000
2190000,83,203,1,2190000
2190000,97,124,1,2190000
2190000,97,178,1,2190000
2190000,97,292,1,2190000
2190000,97,396,1,2190000
2190000,97,431,1,2190000
2190000,97,451,1,2190000
2190000,105,111,0,2190000
2190000,105,148,0,2190000
2190000,105,262,0,2190000
2190000,105,632,0,2190000
2190000,124,178,1,2190000
2190000,132,355,0,2190000
2190000,156,266,1,2190000
2190000,156,410,1,2190000
2190000,156,462,1,2190000
2190000,156,489,1,2190000
2190000,178,396,1,2190000
2190000,181,355,0,2190000
2190000,193,444,1,2190000
2190000,193,480,1,2190000
2190000,193,489,1,2190000
2190000,193,581,1,2190000
2190000,203,248,1,2190000
2190000,203,498,1,2190000
2190000,204,345,0,2190000
2190000,208,315,1,2190000
2190000,217,275,1,2190000
2190000,227,358,1,2190000
2190000,193,228,1,2190000
2190000,62,237,0,2190000
2190000,243,632,1,2190000
2190000,253,286,1,2190000
2190000,292,431,1,2190000
2190000,295,591,0,2190000
2190000,111,310,0,2190000
2190000,315,420,1,2190000
2190000,315,468,1,2190000
2190000,322,354,0,2190000
2190000,34,331,1,2190000
2190000,203,331,0,2190000
2190000,334,355,0,2190000
2190000,337,459,0,2190000
2190000,345,431,0,2190000
2190000,355,391,0,2190000
2190000,248,406,1,2190000
2190000,406,479,1,2190000
2190000,410,581,1,2190000
2190000,71,417,1,2190000
2190000,469,493,1,2190000
2190000,470,498,0,2190000
2190000,23,472,0,2190000
2190000,132,472,0,2190000
2190000,434,472,0,2190000
2190000,345,639,1,2190000
2190000,503,641,0,2190000
2190000,503,649,0,2190000
2190000,226,660,1,2190000
2190300,2,352,1,2190300
2190300,4,82,1,2190300
2190300,4,632,1,2190300
2190300,12,203,1,2190300
2190300,21,400,0,2190300
2190300,29,68,0,2190300
2190300,29,263,0,2190300
2190300,34,103,0,2190300
2190300,43,417,0,2190300
2190300,43,431,0,2190300
2190300,43,639,0,2190300
2190300,52,252,1,2190300
2190300,52,253,1,2190300
2190300,52,339,1,2190300
2190300,52,517,1,2190300
2190300,52,633,1,2190300
2190300,59,193,1,2190300
2190300,59,444,1,2190300
2190300,61,70,1,2190300
2190300,61,304,1,2190300
2190300,61,337,1,2190300
2190300,61,552,1,2190300
2190300,61,617,0,2190300
2190300,67,493,0,2190300
2190300,68,263,0,2190300
2190300,75,193,1,2190300
2190300,82,632,1,2190300
2190300,95,431,0,2190300
2190300,97,322,1,2190300
2190300,103,141,1,2190300
2190300,103,248,1,2190300
2190300,111,148,0,2190300
2190300,111,632,0,2190300
2190300,116,344,0,2190300
2190300,141,189,0,2190300
2190300,141,226,0,2190300
2190300,152,402,1,2190300
2190300,193,462,1,2190300
2190300,203,552,1,2190300
2190300,204,292,0,2190300
2190300,216,262,0,2190300
2190300,223,469,0,2190300
2190300,227,431,0,2190300
2190300,235,567,1,2190300
2190300,237,315,1,2190300
2190300,237,405,1,2190300
2190300,248,580,0,2190300
2190300,252,517,1,2190300
2190300,262,632,0,2190300
2190300,282,447,1,2190300
2190300,286,339,1,2190300
2190300,304,392,1,2190300
2190300,331,660,1,2190300
2190300,339,517,1,2190300
2190300,341,355,0,2190300
2190300,351,517,1,2190300
2190300,351,633,1,2190300
2190300,355,434,0,2190300
2190300,367,479,0,2190300
2190300,383,567,1,2190300
2190300,71,417,0,2190300
2190300,124,417,1,2190300
2190300,459,552,1,2190300
2190300,503,552,1,2190300
2190300,517,633,1,2190300
2190300,367,545,0,2190300
2190300,470,641,1,2190300
2190300,383,657,0,2190300
2190300,189,660,1,2190300
2190600,2,422,1,2190600
2190600,4,262,1,2190600
2190600,18,434,0,2190600
2190600,34,189,1,2190600
2190600,34,580,0,2190600
2190600,37,111,1,2190600
2190600,37,632,1,2190600
2190600,39,172,1,2190600
2190600,39,256,1,2190600
2190600,39,277,1,2190600
2190600,39,474,1,2190600
2190600,39,517,1,2190600
2190600,41,222,0,2190600
2190600,42,262,0,2190600
2190600,43,322,0,2190600
2190600,47,262,1,2190600
2190600,50,315,1,2190600
2190600,52,172,1,2190600
2190600,52,256,1,2190600
2190600,52,351,1,2190600
2190600,52,519,1,2190600
2190600,59,410,1,2190600
2190600,59,462,1,2190600
2190600,59,489,1,2190600
2190600,59,581,1,2190600
2190600,61,479,0,2190600
2190600,61,523,0,2190600
2190600,62,405,0,2190600
2190600,70,189,0,2190600
2190600,70,226,0,2190600
2190600,70,470,0,2190600
2190600,83,337,1,2190600
2190600,95,396,0,2190600
2190600,111,216,0,2190600
2190600,124,204,0,2190600
2190600,127,203,0,2190600
2190600,154,191,1,2190600
2190600,21,162,1,2190600
2190600,80,162,1,2190600
2190600,162,209,1,2190600
2190600,162,227,1,2190600
2190600,162,358,1,2190600
2190600,162,400,1,2190600
2190600,162,429,1,2190600
2190600,165,447,1,2190600
2190600,165,618,1,2190600
2190600,172,449,1,2190600
2190600,172,517,1,2190600
2190600,172,633,1,2190600
2190600,181,434,0,2190600
2190600,189,470,1,2190600
2190600,203,226,1,2190600
2190600,204,322,0,2190600
2190600,204,396,0,2190600
2190600,208,405,0,2190600
2190600,213,315,1,2190600
2190600,59,228,1,2190600
2190600,75,228,1,2190600
2190600,237,405,0,2190600
2190600,237,468,1,2190600
2190600,243,632,0,2190600
2190600,248,392,0,2190600
2190600,248,552,1,2190600
2190600,252,449,1,2190600
2190600,253,474,1,2190600
2190600,256,339,1,2190600
2190600,256,449,1,2190600
2190600,256,474,1,2190600
2190600,256,517,1,2190600
2190600,256,633,1,2190600
2190600,277,449,1,2190600
2190600,277,517,1,2190600
2190600,282,618,1,2190600
2190600,286,351,1,2190600
2190600,286,449,1,2190600
2190600,299,517,1,2190600
2190600,299,633,1,2190600
2190600,331,394,1,2190600
2190600,339,519,1,2190600
2190600,351,519,1,2190600
2190600,29,352,1,2190600
2190600,39,363,1,2190600
2190600,367,394,0,2190600
2190600,322,417,0,2190600
2190600,447,618,1,2190600
2190600,449,517,1,2190600
2190600,474,517,1,2190600
2190600,480,489,1,2190600
2190600,221,483,1,2190600
2190600,375,504,0,2190600
2190600,517,519,1,2190600
2190600,519,633,1,2190600
2190600,479,545,0,2190600
2190600,51,625,1,2190600
2190600,39,637,1,2190600
2190600,172,637,1,2190600
2190600,252,637,1,2190600
2190600,253,637,1,2190600
2190600,256,637,1,2190600
2190600,277,637,1,2190600
2190600,286,637,1,2190600
2190600,339,637,1,2190600
2190600,351,637,1,2190600
2190600,449,637,1,2190600
2190600,474,637,1,2190600
2190600,517,637,1,2190600
2190600,519,637,1,2190600
2190600,103,641,0,2190600
2190600,203,641,1,2190600
2190600,226,641,1,2190600
2190600,248,641,1,2190600
2190600,39,643,1,2190600
2190600,256,643,1,2190600
2190600,286,643,1,2190600
2190600,517,643,1,2190600
2190600,519,643,1,2190600
2190600,633,643,1,2190600
2190600,189,660,0,2190600
2190900,2,352,0,2190900
2190900,4,47,1,2190900
2190900,4,439,1,2190900
2190900,18,368,1,2190900
2190900,22,33,1,2190900
2190900,24,620,1,2190900
2190900,34,70,1,2190900
2190900,34,189,0,2190900
2190900,37,111,0,2190900
2190900,39,52,1,2190900
2190900,39,286,1,2190900
2190900,39,519,1,2190900
2190900,39,633,1,2190900
2190900,47,111,1,2190900
2190900,47,632,1,2190900
2190900,51,464,1,2190900
2190900,52,277,1,2190900
2190900,52,336,1,2190900
2190900,59,75,1,2190900
2190900,59,156,1,2190900
2190900,59,480,1,2190900
2190900,59,549,1,2190900
2190900,68,469,1,2190900
2190900,71,620,1,2190900
2190900,75,193,0,2190900
2190900,97,124,0,2190900
2190900,97,431,0,2190900
2190900,97,620,1,2190900
2190900,152,402,0,2190900
2190900,172,256,1,2190900
2190900,193,462,0,2190900
2190900,203,552,0,2190900
2190900,223,263,0,2190900
2190900,235,567,0,2190900
2190900,248,470,1,2190900
2190900,256,277,1,2190900
2190900,256,351,1,2190900
2190900,260,396,1,2190900
2190900,262,437,0,2190900
2190900,262,439,1,2190900
2190900,266,462,1,2190900
2190900,148,267,1,2190900
2190900,277,449,0,2190900
2190900,277,519,1,2190900
2190900,277,633,1,2190900
2190900,286,339,0,2190900
2190900,286,351,0,2190900
2190900,286,474,1,2190900
2190900,286,517,1,2190900
2190900,286,633,1,2190900
2190900,292,620,1,2190900
2190900,175,300,1,2190900
2190900,304,459,0,2190900
2190900,322,620,1,2190900
2190900,331,545,1,2190900
2190900,336,519,1,2190900
2190900,337,552,1,2190900
2190900,339,633,1,2190900
2190900,341,434,1,2190900
2190900,345,620,1,2190900
2190900,396,620,1,2190900
2190900,141,406,0,2190900
2190900,124,417,0,2190900
2190900,345,417,0,2190900
2190900,417,620,1,2190900
2190900,449,519,1,2190900
2190900,449,633,1,2190900
2190900,451,521,0,2190900
2190900,221,483,0,2190900
2190900,263,504,0,2190900
2190900,516,530,1,2190900
2190900,34,545,0,2190900
2190900,545,617,1,2190900
2190900,575,656,1,2190900
2190900,51,625,0,2190900
2190900,620,639,1,2190900
2190900,253,643,1,2190900
2191200,4,42,1,2191200
2191200,23,368,1,2191200
2191200,24,89,1,2191200
2191200,31,547,0,2191200
2191200,37,632,0,2191200
2191200,39,252,1,2191200
2191200,39,277,0,2191200
2191200,39,286,0,2191200
2191200,39,336,1,2191200
2191200,39,449,1,2191200
2191200,43,89,1,2191200
2191200,50,315,0,2191200
2191200,52,474,1,2191200
2191200,58,191,1,2191200
2191200,61,141,1,2191200
2191200,61,304,0,2191200
2191200,70,503,1,2191200
2191200,71,89,1,2191200
2191200,71,431,0,2191200
2191200,82,243,1,2191200
2191200,82,632,0,2191200
2191200,83,226,1,2191200
2191200,89,97,1,2191200
2191200,89,124,1,2191200
2191200,89,345,1,2191200
2191200,89,620,1,2191200
2191200,124,431,0,2191200
2191200,132,368,1,2191200
2191200,184,248,0,2191200
2191200,213,315,0,2191200
2191200,226,459,0,2191200
2191200,237,468,0,2191200
2191200,248,498,1,2191200
2191200,260,292,1,2191200
2191200,260,431,1,2191200
2191200,47,267,1,2191200
2191200,216,267,1,2191200
2191200,267,437,1,2191200
2191200,286,336,1,2191200
2191200,286,449,0,2191200
2191200,304,392,0,2191200
2191200,82,310,1,2191200
2191200,127,331,0,2191200
2191200,331,394,0,2191200
2191200,331,479,1,2191200
2191200,334,368,1,2191200
2191200,336,517,1,2191200
2191200,336,633,1,2191200
2191200,337,523,0,2191200
2191200,341,368,1,2191200
2191200,68,352,0,2191200
2191200,352,493,0,2191200
2191200,354,431,1,2191200
2191200,368,434,1,2191200
2191200,392,479,1,2191200
2191200,394,523,0,2191200
2191200,12,406,1,2191200
2191200,248,406,0,2191200
2191200,444,549,1,2191200
2191200,449,474,1,2191200
2191200,474,633,1,2191200
2191200,489,581,1,2191200
2191200,464,625,1,2191200
2191200,253,637,0,2191200
2191200,336,637,1,2191200
2191200,89,639,1,2191200
2191200,178,639,0,2191200
2191200,226,641,0,2191200
2191200,34,660,1,2191200
2191500,2,263,1,2191500
2191500,2,422,0,2191500
2191500,4,37,0,2191500
2191500,4,111,1,2191500
2191500,4,243,0,2191500
2191500,4,437,0,2191500
2191500,4,439,0,2191500
2191500,12,337,0,2191500
2191500,24,345,1,2191500
2191500,39,587,1,2191500
2191500,43,421,1,2191500
2191500,43,620,1,2191500
2191500,52,253,0,2191500
2191500,52,449,1,2191500
2191500,59,75,0,2191500
2191500,61,394,0,2191500
2191500,83,203,0,2191500
2191500,83,226,0,2191500
2191500,83,337,0,2191500
2191500,83,394,0,2191500
2191500,83,470,0,2191500
2191500,89,95,1,2191500
2191500,89,292,1,2191500
2191500,89,322,1,2191500
2191500,89,396,1,2191500
2191500,89,451,1,2191500
2191500,97,345,1,2191500
2191500,101,211,1,2191500
2191500,103,203,1,2191500
2191500,103,248,0,2191500
2191500,124,620,1,2191500
2191500,127,248,0,2191500
2191500,127,394,0,2191500
2191500,148,437,0,2191500
2191500,156,549,1,2191500
2191500,156,581,1,2191500
2191500,184,617,0,2191500
2191500,194,553,0,2191500
2191500,203,459,1,2191500
2191500,203,503,0,2191500
2191500,203,617,0,2191500
2191500,228,410,1,2191500
2191500,253,336,1,2191500
2191500,256,449,0,2191500
2191500,260,451,1,2191500
2191500,262,408,1,2191500
2191500,37,267,1,2191500
2191500,243,267,0,2191500
2191500,262,267,0,2191500
2191500,267,632,1,2191500
2191500,111,310,1,2191500
2191500,315,420,0,2191500
2191500,337,498,0,2191500
2191500,394,470,0,2191500
2191500,394,406,0,2191500
2191500,449,587,1,2191500
2191500,459,479,0,2191500
2191500,459,552,0,2191500
2191500,462,489,0,2191500
2191500,479,617,0,2191500
2191500,516,530,0,2191500
2191500,517,587,1,2191500
2191500,519,587,1,2191500
2191500,575,656,0,2191500
2191500,580,617,0,2191500
2191500,587,633,1,2191500
2191500,587,637,1,2191500
2191500,503,641,1,2191500
2191500,523,641,1,2191500
2191500,61,660,1,2191500
2191500,242,662,1,2191500
2191800,2,504,1,2191800
2191800,4,148,1,2191800
2191800,4,262,0,2191800
2191800,12,617,0,2191800
2191800,19,393,0,2191800
2191800,21,400,1,2191800
2191800,29,592,1,2191800
2191800,34,315,1,2191800
2191800,36,432,1,2191800
2191800,36,603,0,2191800
2191800,24,43,1,2191800
2191800,43,639,1,2191800
2191800,52,286,1,2191800
2191800,52,587,1,2191800
2191800,58,191,0,2191800
2191800,61,83,0,2191800
2191800,61,248,1,2191800
2191800,61,580,1,2191800
2191800,62,315,0,2191800
2191800,70,392,1,2191800
2191800,71,421,0,2191800
2191800,71,521,0,2191800
2191800,71,620,0,2191800
2191800,75,156,1,2191800
2191800,83,189,0,2191800
2191800,83,367,0,2191800
2191800,83,503,0,2191800
2191800,83,617,0,2191800
2191800,84,469,1,2191800
2191800,84,592,1,2191800
2191800,84,666,1,2191800
2191800,89,260,1,2191800
2191800,89,521,1,2191800
2191800,95,97,1,2191800
2191800,97,322,0,2191800
2191800,97,354,1,2191800
2191800,111,437,1,2191800
2191800,111,632,1,2191800
2191800,116,419,0,2191800
2191800,127,367,0,2191800
2191800,141,459,0,2191800
2191800,148,216,0,2191800
2191800,181,368,1,2191800
2191800,193,480,0,2191800
2191800,203,580,1,2191800
2191800,221,410,0,2191800
2191800,62,237,1,2191800
2191800,237,420,0,2191800
2191800,248,479,1,2191800
2191800,248,580,1,2191800
2191800,256,336,1,2191800
2191800,260,431,0,2191800
2191800,267,408,0,2191800
2191800,284,518,1,2191800
2191800,337,459,1,2191800
2191800,337,470,0,2191800
2191800,339,449,1,2191800
2191800,374,432,1,2191800
2191800,383,585,1,2191800
2191800,392,503,1,2191800
2191800,394,479,0,2191800
2191800,400,451,1,2191800
2191800,406,580,1,2191800
2191800,89,417,1,2191800
2191800,97,417,1,2191800
2191800,227,429,0,2191800
2191800,432,603,1,2191800
2191800,61,545,1,2191800
2191800,83,545,0,2191800
2191800,71,639,0,2191800
2191800,392,641,1,2191800
2191800,383,657,1,2191800
2192100,2,375,1,2192100
2192100,18,434,1,2192100
2192100,21,358,0,2192100
2192100,29,592,0,2192100
2192100,34,367,1,2192100
2192100,34,392,1,2192100
2192100,34,498,1,2192100
2192100,39,299,1,2192100
2192100,58,154,1,2192100
2192100,59,156,0,2192100
2192100,61,141,0,2192100
2192100,82,216,1,2192100
2192100,84,469,0,2192100
2192100,84,592,0,2192100
2192100,89,354,1,2192100
2192100,95,431,1,2192100
2192100,97,260,1,2192100
2192100,98,284,1,2192100
2192100,98,518,1,2192100
2192100,103,392,1,2192100
2192100,111,408,1,2192100
2192100,127,392,1,2192100
2192100,141,189,1,2192100
2192100,141,226,1,2192100
2192100,156,581,0,2192100
2192100,172,286,1,2192100
2192100,189,337,1,2192100
2192100,193,410,1,2192100
2192100,203,367,1,2192100
2192100,203,479,0,2192100
2192100,217,275,0,2192100
2192100,223,469,1,2192100
2192100,226,248,0,2192100
2192100,226,392,1,2192100
2192100,226,580,1,2192100
2192100,75,228,0,2192100
2192100,235,585,1,2192100
2192100,238,239,0,2192100
2192100,243,262,1,2192100
2192100,263,422,0,2192100
2192100,315,392,1,2192100
2192100,315,617,1,2192100
2192100,345,431,1,2192100
2192100,345,521,0,2192100
2192100,363,637,1,2192100
2192100,367,580,1,2192100
2192100,367,617,1,2192100
2192100,392,523,1,2192100
2192100,322,417,1,2192100
2192100,358,429,1,2192100
2192100,462,480,0,2192100
2192100,469,493,0,2192100
2192100,59,483,1,2192100
2192100,375,504,1,2192100
2192100,127,545,0,2192100
2192100,367,545,1,2192100
2192100,392,545,1,2192100
2192100,479,545,1,2192100
2192100,498,545,1,2192100
2192100,545,580,1,2192100
2192100,97,639,1,2192100
2192100,34,660,0,2192100
2192400,2,375,0,2192400
2192400,4,111,0,2192400
2192400,29,68,1,2192400
2192400,34,70,0,2192400
2192400,34,315,0,2192400
2192400,34,367,0,2192400
2192400,34,498,0,2192400
2192400,34,617,0,2192400
2192400,39,299,0,2192400
2192400,39,600,1,2192400
2192400,41,222,1,2192400
2192400,42,111,1,2192400
2192400,42,262,1,2192400
2192400,47,111,0,2192400
2192400,47,148,0,2192400
2192400,61,226,0,2192400
2192400,61,248,0,2192400
2192400,61,617,1,2192400
2192400,68,263,1,2192400
2192400,70,367,0,2192400
2192400,70,392,0,2192400
2192400,70,617,0,2192400
2192400,80,358,1,2192400
2192400,97,345,0,2192400
2192400,98,285,1,2192400
2192400,103,203,0,2192400
2192400,103,367,0,2192400
2192400,103,580,1,2192400
2192400,111,437,0,2192400
2192400,113,467,1,2192400
2192400,141,226,0,2192400
2192400,149,199,1,2192400
2192400,149,516,1,2192400
2192400,150,547,0,2192400
2192400,152,402,1,2192400
2192400,159,163,1,2192400
2192400,162,429,0,2192400
2192400,172,600,1,2192400
2192400,181,434,1,2192400
2192400,193,462,1,2192400
2192400,199,418,1,2192400
2192400,199,516,1,2192400
2192400,203,367,0,2192400
2192400,203,580,0,2192400
2192400,226,304,0,2192400
2192400,228,410,0,2192400
2192400,235,383,0,2192400
2192400,236,383,0,2192400
2192400,252,286,0,2192400
2192400,252,600,1,2192400
2192400,253,336,0,2192400
2192400,260,451,0,2192400
2192400,262,408,0,2192400
2192400,266,489,1,2192400
2192400,284,285,1,2192400
2192400,295,409,1,2192400
2192400,111,310,0,2192400
2192400,315,392,0,2192400
2192400,315,617,0,2192400
2192400,61,331,1,2192400
2192400,203,331,1,2192400
2192400,331,479,0,2192400
